StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,likelihood_1,likelihood_1,end.num,effort.split_1,difficulty_1,effort.count_1,likelihood_1,likelihood_1,academic.pressure_1,negativity_1,mTurkCode,load,had.read
4/11/17 10:34,4/11/17 10:49,IP Address,128.143.174.55,100,947,TRUE,4/11/17 10:49,R_3EuPOkaDELvyA2T,,,,,38.03289795,-78.51370239,anonymous,2,,527,3,6,8,,,5,10,423390,1,1
4/11/17 10:51,4/11/17 11:09,IP Address,128.143.174.176,100,1085,TRUE,4/11/17 11:09,R_3kbHphbhBpRpVcO,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,2,9,10,423249,0,0
4/11/17 10:51,4/11/17 11:10,IP Address,128.143.175.244,100,1132,TRUE,4/11/17 11:10,R_2pWCKgMp63laI13,,,,,38.03289795,-78.51370239,anonymous,,3,546,4,9,9,,,7,9,423666,1,0
4/11/17 10:51,4/11/17 11:11,IP Address,128.143.174.55,100,1194,TRUE,4/11/17 11:11,R_3Pow8EZGYhDJETa,,,,,38.03289795,-78.51370239,anonymous,5,,529,4,7,8,,,7,9,423719,1,1
4/11/17 11:10,4/11/17 11:30,IP Address,128.143.175.244,100,1203,TRUE,4/11/17 11:30,R_1kMTjH8sQC0EwZq,,,,,38.03289795,-78.51370239,anonymous,,,,,,,1,,8,9,423553,0,1
4/11/17 11:10,4/11/17 11:35,IP Address,128.143.174.176,100,1479,TRUE,4/11/17 11:35,R_3k1lA0urRmNqbFD,,,,,38.03289795,-78.51370239,anonymous,,6,498,3,6,7,,,5,6,423027,1,0
4/12/17 9:03,4/12/17 9:27,IP Address,128.143.175.244,100,1410,TRUE,4/12/17 9:27,R_QoIPdxrzLKncXsd,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,2,1,3,423464,0,0
4/12/17 9:04,4/12/17 9:28,IP Address,128.143.174.55,100,1426,TRUE,4/12/17 9:28,R_2aFulFz4goz9hFB,,,,,38.03289795,-78.51370239,anonymous,,5,9,1,6,7,,,9,8,423102,1,0
4/12/17 9:04,4/12/17 9:29,IP Address,128.143.174.176,100,1479,TRUE,4/12/17 9:29,R_2DOZ2GmPW03VUR0,,,,,38.03289795,-78.51370239,anonymous,1,,539,2,7,7,,,7,8,423447,1,1
4/12/17 9:29,4/12/17 9:49,IP Address,128.143.175.244,100,1233,TRUE,4/12/17 9:49,R_22nbJWBHOIIn5Y2,,,,,38.03289795,-78.51370239,anonymous,,,,,,,1,,7,1,423519,0,1
4/12/17 9:29,4/12/17 9:51,IP Address,128.143.174.55,100,1325,TRUE,4/12/17 9:51,R_3oY2bNzDuOahCqE,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,5,4,7,423569,0,0
4/12/17 9:54,4/12/17 10:10,IP Address,128.143.174.176,100,965,TRUE,4/12/17 10:10,R_12gxO8zQ0MKVkPG,,,,,38.03289795,-78.51370239,anonymous,,,,,,,2,,8,9,423210,0,1
4/12/17 9:51,4/12/17 10:10,IP Address,128.143.175.244,100,1126,TRUE,4/12/17 10:10,R_10r6MtaKjyB4mJD,,,,,38.03289795,-78.51370239,anonymous,,8,549,0,8,8,,,8,7,423193,1,0
4/12/17 9:52,4/12/17 10:11,IP Address,128.143.174.55,100,1180,TRUE,4/12/17 10:11,R_3q7JzrHPwwzhLxr,,,,,38.03289795,-78.51370239,anonymous,6,,534,4,6,7,,,8,7,423022,1,1
4/12/17 10:11,4/12/17 10:20,IP Address,128.143.174.176,100,521,TRUE,4/12/17 10:20,R_bpb5kJR2oiWshvb,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,1,4,10,423181,0,0
4/12/17 11:08,4/12/17 11:09,IP Address,128.143.174.176,100,93,TRUE,4/12/17 11:09,R_1eF3w8YiqHfImGY,,,,,38.03289795,-78.51370239,anonymous,,,,,,,4,,7,8,423995,0,1
4/12/17 10:46,4/12/17 11:10,IP Address,128.143.175.244,100,1462,TRUE,4/12/17 11:10,R_1IuWG1h3LBC9zBl,,,,,38.03289795,-78.51370239,anonymous,3,,542,2,6,7,,,7,8,423569,1,1
4/12/17 10:48,4/12/17 11:16,IP Address,128.143.174.55,100,1674,TRUE,4/12/17 11:16,R_1hEdDTTaVOCA9LC,,,,,38.03289795,-78.51370239,anonymous,,2,474,2,7,8,,,8,5,423590,1,0
4/12/17 11:11,4/12/17 11:30,IP Address,128.143.175.244,100,1148,TRUE,4/12/17 11:30,R_322O3BksDRoAj2N,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,1,4,5,423120,0,0
4/12/17 11:12,4/12/17 11:33,IP Address,128.143.174.176,100,1258,TRUE,4/12/17 11:33,R_xhjxBtEvhN7bgm5,,,,,38.03289795,-78.51370239,anonymous,3,,480,5,8,8,,,9,9,423281,1,1
4/12/17 11:17,4/12/17 11:35,IP Address,128.143.174.55,100,1055,TRUE,4/12/17 11:35,R_t0daH1XszFs2TK1,,,,,38.03289795,-78.51370239,anonymous,,0,504,3,1,1,,,7,3,423573,1,0
4/12/17 11:32,4/12/17 11:50,IP Address,128.143.175.244,100,1051,TRUE,4/12/17 11:50,R_2fuJMqws3ToHUA2,,,,,38.03289795,-78.51370239,anonymous,,,,,,,1,,8,9,423495,0,1
4/12/17 11:55,4/12/17 12:28,IP Address,128.143.174.55,100,2031,TRUE,4/12/17 12:28,R_1EbwfeQNoA40q2H,,,,,38.03289795,-78.51370239,anonymous,,1,530,3,7,7,,,3,7,423479,1,0
4/12/17 11:53,4/12/17 12:30,IP Address,128.143.175.244,100,2202,TRUE,4/12/17 12:30,R_2TGZ3KyY8xWUPoJ,,,,,38.03289795,-78.51370239,anonymous,3,,549,3,10,8,,,5,8,423030,1,1
4/12/17 11:56,4/12/17 12:44,IP Address,128.143.174.176,100,2911,TRUE,4/12/17 12:44,R_3PEUXP1CNseRVxH,,,,,38.03289795,-78.51370239,anonymous,,,,,,,2,,7,5,423614,0,1
4/12/17 12:33,4/12/17 12:46,IP Address,128.143.174.55,100,786,TRUE,4/12/17 12:46,R_3EaJsix6ODtrQFa,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,6,7,8,423870,0,0
4/14/17 5:39,4/14/17 6:02,IP Address,128.143.174.176,100,1402,TRUE,4/14/17 6:02,R_1eJKwYi4933PCRL,,,,,38.03289795,-78.51370239,anonymous,,,,,,,1,,2,6,423104,0,1
4/14/17 5:39,4/14/17 6:05,IP Address,128.143.175.244,100,1546,TRUE,4/14/17 6:05,R_1OV0o7r8iSQ7CDP,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,1,5,4,423244,0,0
4/14/17 5:39,4/14/17 6:06,IP Address,128.143.174.55,100,1661,TRUE,4/14/17 6:06,R_2rvUvhT6f9k7oos,,,,,38.03289795,-78.51370239,anonymous,6,,546,5,7,7,,,9,9,423598,1,1
4/14/17 6:07,4/14/17 6:29,IP Address,128.143.174.55,100,1327,TRUE,4/14/17 6:29,R_3HhoxAdQZ4XqBu1,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,1,9,8,423100,0,0
4/14/17 6:08,4/14/17 6:30,IP Address,128.143.175.244,100,1339,TRUE,4/14/17 6:30,R_8BUhg4TUymTjgXL,,,,,38.03289795,-78.51370239,anonymous,,2,531,4,2,5,,,9,7,423247,1,0
4/14/17 8:54,4/14/17 9:30,IP Address,128.143.175.244,100,2147,TRUE,4/14/17 9:30,R_1irCuiwsqtq1pwm,,,,,38.03289795,-78.51370239,anonymous,,,,,,,0,,9,8,423309,0,1
4/14/17 8:53,4/14/17 9:33,IP Address,128.143.174.55,100,2390,TRUE,4/14/17 9:33,R_3rMaANmGuVNiXB1,,,,,38.03289795,-78.51370239,anonymous,1,,534,1,7,10,,,9,9,423624,1,1
4/14/17 8:54,4/14/17 9:48,IP Address,128.143.174.176,100,3246,TRUE,4/14/17 9:48,R_Z43hZhNvvxqZFEB,,,,,38.03289795,-78.51370239,anonymous,,,,,,,5,,9,9,423965,0,1
4/14/17 9:31,4/14/17 9:49,IP Address,128.143.175.244,100,1124,TRUE,4/14/17 9:49,R_2R7KlAqaKNOD45k,,,,,38.03289795,-78.51370239,anonymous,,3,526,4,6,6,,,8,8,423215,1,0
4/14/17 9:34,4/14/17 9:50,IP Address,128.143.174.55,100,948,TRUE,4/14/17 9:50,R_DctRNn9eX4HQOC5,,,,,38.03289795,-78.51370239,anonymous,,3,538,6,9,9,,,3,6,423422,1,0
4/14/17 9:51,4/14/17 10:10,IP Address,128.143.174.176,100,1153,TRUE,4/14/17 10:10,R_2e4jjWKtrPsAPNl,,,,,38.03289795,-78.51370239,anonymous,1,,534,5,7,10,,,10,9,423361,1,1
4/14/17 9:52,4/14/17 10:10,IP Address,128.143.174.55,100,1134,TRUE,4/14/17 10:10,R_NXgrHw4gnLSvqDL,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,3,5,7,423765,0,0
4/14/17 9:52,4/14/17 10:15,IP Address,128.143.175.244,100,1407,TRUE,4/14/17 10:15,R_V23MInpxMtkfdeh,,,,,38.03289795,-78.51370239,anonymous,,,,,,,1,,7,10,423273,0,1
4/14/17 10:16,4/14/17 10:28,IP Address,128.143.175.244,100,678,TRUE,4/14/17 10:28,R_2Xh42ocFfREMKIC,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,1,7,9,423920,0,0
4/14/17 10:15,4/14/17 10:31,IP Address,128.143.174.55,100,994,TRUE,4/14/17 10:31,R_2zO9ybOAAI1K45z,,,,,38.03289795,-78.51370239,anonymous,,4,537,4,9,9,,,5,5,423402,1,0
4/14/17 10:48,4/14/17 11:09,IP Address,128.143.174.55,100,1256,TRUE,4/14/17 11:09,R_2frkDwTIOww9BOl,,,,,38.03289795,-78.51370239,anonymous,6,,532,6,8,8,,,10,10,423268,1,1
4/14/17 10:50,4/14/17 11:10,IP Address,128.143.174.176,100,1234,TRUE,4/14/17 11:10,R_2R7YBDmtblu7s1v,,,,,38.03289795,-78.51370239,anonymous,3,,546,4,6,6,,,8,7,423070,1,1
4/14/17 10:45,4/14/17 11:11,IP Address,128.143.175.244,100,1516,TRUE,4/14/17 11:11,R_1IfSyKEn898LtQ5,,,,,38.03289795,-78.51370239,anonymous,,1,520,4,5,8,,,8,10,423562,1,0
4/14/17 11:12,4/14/17 11:32,IP Address,128.143.175.244,100,1205,TRUE,4/14/17 11:32,R_2f8IXS8PWWeBudF,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,2,8,7,423938,0,0
4/14/17 11:11,4/14/17 11:32,IP Address,128.143.174.55,100,1264,TRUE,4/14/17 11:32,R_T64R7slhSIA50E9,,,,,38.03289795,-78.51370239,anonymous,,,,,,,3,,3,9,423377,0,1
4/14/17 11:13,4/14/17 11:46,IP Address,128.143.174.176,100,1971,TRUE,4/14/17 11:46,R_1FldAbZHVaFQ4We,,,,,38.03289795,-78.51370239,anonymous,,,,,,,5,,1,1,423007,0,1
4/14/17 11:38,4/14/17 11:48,IP Address,128.143.174.55,100,595,TRUE,4/14/17 11:48,R_3nGxPH38Jw8QrsR,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,1,8,8,423822,0,0
4/14/17 11:35,4/14/17 11:48,IP Address,128.143.175.244,100,814,TRUE,4/14/17 11:48,R_vVxXa5P0BDGMaI1,,,,,38.03289795,-78.51370239,anonymous,,8,5,3,4,4,,,8,10,423927,1,0
4/14/17 11:50,4/14/17 12:10,IP Address,128.143.175.244,100,1186,TRUE,4/14/17 12:10,R_3p4irJcgVVJZQdU,,,,,38.03289795,-78.51370239,anonymous,1,,543,1,6,7,,,7,9,423312,1,1
4/14/17 11:49,4/14/17 12:10,IP Address,128.143.174.55,100,1280,TRUE,4/14/17 12:10,R_2aLgXE0wGsTrq5G,,,,,38.03289795,-78.51370239,anonymous,,,,,,,0,,10,10,423207,0,1
4/14/17 12:12,4/14/17 12:27,IP Address,128.143.175.244,100,947,TRUE,4/14/17 12:27,R_1Fbmf7tCYQ4hZUn,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,1,3,7,423728,0,0
4/14/17 12:12,4/14/17 12:32,IP Address,128.143.174.55,100,1172,TRUE,4/14/17 12:32,R_ufQdR3QjgOsrK1P,,,,,38.03289795,-78.51370239,anonymous,,3,544,5,7,8,,,5,5,423923,1,0
4/14/17 12:29,4/14/17 12:48,IP Address,128.143.175.244,100,1164,TRUE,4/14/17 12:48,R_12PEUs6cCSLAFy0,,,,,38.03289795,-78.51370239,anonymous,3,,506,6,8,10,,,3,0,423146,1,1
4/14/17 11:48,4/14/17 12:49,IP Address,128.143.174.176,100,3689,TRUE,4/14/17 12:49,R_czOl7AqAHEuKCPL,,,,,38.03289795,-78.51370239,anonymous,4,,539,4,5,6,,,10,7,423440,1,1
4/17/17 6:21,4/17/17 6:41,IP Address,128.143.174.55,100,1160,TRUE,4/17/17 6:41,R_31hoM7s86hPgOSx,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,3,9,9,423740,0,0
4/17/17 6:19,4/17/17 6:42,IP Address,128.143.175.244,100,1329,TRUE,4/17/17 6:42,R_0SxA7ukPBXTcXVD,,,,,38.03289795,-78.51370239,anonymous,,,,,,,5,,9,10,423056,0,1
4/17/17 6:43,4/17/17 7:10,IP Address,128.143.174.55,100,1621,TRUE,4/17/17 7:10,R_30c4vuCw37TVL8b,,,,,38.03289795,-78.51370239,anonymous,,2,528,3,3,2,,,7,8,423311,1,0
4/17/17 6:22,4/17/17 7:11,IP Address,128.143.174.176,100,2916,TRUE,4/17/17 7:11,R_PXQEUF0L3i5mJ45,,,,,38.03289795,-78.51370239,anonymous,,1,531,3,8,8,,,2,3,423685,1,0
4/17/17 6:44,4/17/17 7:23,IP Address,128.143.175.244,100,2353,TRUE,4/17/17 7:23,R_AGmXCfOVnYupIjL,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,4,5,10,423999,0,0
4/17/17 9:05,4/17/17 9:29,IP Address,128.143.174.176,100,1467,TRUE,4/17/17 9:29,R_3g0FvFXSgw049rZ,,,,,38.03289795,-78.51370239,anonymous,,,,,,,2,,6,5,423090,0,1
4/17/17 8:58,4/17/17 9:33,IP Address,128.143.174.55,100,2065,TRUE,4/17/17 9:33,R_1IbfvGMqUBHyZnR,,,,,38.03289795,-78.51370239,anonymous,,1,549,3,9,8,,,3,5,423130,1,0
4/17/17 8:58,4/17/17 9:33,IP Address,128.143.175.244,100,2082,TRUE,4/17/17 9:33,R_25zPkD5zEBpy3d8,,,,,38.03289795,-78.51370239,anonymous,1,,534,3,10,9,,,1,2,423608,1,1
4/17/17 9:34,4/17/17 9:49,IP Address,128.143.174.55,100,928,TRUE,4/17/17 9:49,R_2uyqBqD9QY0U18Q,,,,,38.03289795,-78.51370239,anonymous,,,,,,,4,,9,10,423530,0,1
4/17/17 9:34,4/17/17 9:57,IP Address,128.143.175.244,100,1418,TRUE,4/17/17 9:57,R_26fs3TXugHO2tc1,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,1,9,9,423716,0,0
4/18/17 10:01,4/18/17 10:26,IP Address,128.143.174.55,100,1525,TRUE,4/18/17 10:26,R_1mK5x1l26QBxCWO,,,,,38.03289795,-78.51370239,anonymous,4,,532,6,8,10,,,4,8,423000,1,1
4/18/17 10:00,4/18/17 10:28,IP Address,128.143.174.176,100,1657,TRUE,4/18/17 10:28,R_2dLpzFDzkzgjrxj,,,,,38.03289795,-78.51370239,anonymous,,1,534,5,6,8,,,5,8,423751,1,0
4/18/17 10:01,4/18/17 10:30,IP Address,128.143.175.244,100,1719,TRUE,4/18/17 10:30,R_3hmT5MYVQaCH9Ai,,,,,38.03289795,-78.51370239,anonymous,,,,,,,1,,9,7,423301,0,1
4/18/17 10:27,4/18/17 10:46,IP Address,128.143.174.55,100,1130,TRUE,4/18/17 10:46,R_27kZ7TBbNgNHZsA,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,1,1,9,423947,0,0
4/18/17 10:29,4/18/17 10:46,IP Address,128.143.174.176,100,1007,TRUE,4/18/17 10:46,R_TbK5JaBsOR2Bt4d,,,,,38.03289795,-78.51370239,anonymous,,,,,,,2,,9,7,423960,0,1
4/18/17 10:30,4/18/17 10:46,IP Address,128.143.175.244,100,942,TRUE,4/18/17 10:46,R_2tnUQPz2RP8aIDv,,,,,38.03289795,-78.51370239,anonymous,10,,545,4,7,8,,,10,7,423887,1,1
4/18/17 10:47,4/18/17 11:08,IP Address,128.143.175.244,100,1239,TRUE,4/18/17 11:08,R_2zAN05mXAK4X9uq,,,,,38.03289795,-78.51370239,anonymous,,2,545,1,10,10,,,2,7,423136,1,0
4/18/17 10:48,4/18/17 11:10,IP Address,128.143.174.55,100,1354,TRUE,4/18/17 11:10,R_2CPuTTzJj13L6HL,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,1,4,7,423984,0,0
4/19/17 9:04,4/19/17 9:27,IP Address,128.143.174.176,100,1396,TRUE,4/19/17 9:27,R_2WYG5FxWi9hFzBW,,,,,38.03289795,-78.51370239,anonymous,1,,547,4,7,7,,,4,3,423275,1,1
4/19/17 9:05,4/19/17 9:28,IP Address,128.143.174.55,100,1369,TRUE,4/19/17 9:28,R_sF3APdWnLSjoLM5,,,,,38.03289795,-78.51370239,anonymous,0,,553,2,6,6,,,8,9,423382,1,1
4/19/17 9:04,4/19/17 9:28,IP Address,128.143.175.244,100,1460,TRUE,4/19/17 9:28,R_2qD9AaJMAEdEQRG,,,,,38.03289795,-78.51370239,anonymous,,2,513,4,4,6,,,7,8,423055,1,0
4/19/17 9:29,4/19/17 9:48,IP Address,128.143.174.55,100,1121,TRUE,4/19/17 9:48,R_3nMmaM4YX118tpb,,,,,38.03289795,-78.51370239,anonymous,,,,,,,1,,8,4,423060,0,1
4/19/17 9:47,4/19/17 9:49,IP Address,128.143.175.244,100,108,TRUE,4/19/17 9:49,R_1M5kgZnGCDW9fsG,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,5,10,8,423518,0,0
4/19/17 9:30,4/19/17 9:57,IP Address,128.143.174.176,100,1635,TRUE,4/19/17 9:57,R_z1G8mPlbFL5Y7ol,,,,,38.03289795,-78.51370239,anonymous,,5,556,1,7,7,,,7,6,423422,1,0
4/19/17 9:51,4/19/17 10:09,IP Address,128.143.175.244,100,1108,TRUE,4/19/17 10:09,R_vJH5h6Y33tQJwqd,,,,,38.03289795,-78.51370239,anonymous,1,,534,4,8,9,,,5,6,423377,1,1
4/19/17 9:51,4/19/17 10:12,IP Address,128.143.174.55,100,1243,TRUE,4/19/17 10:12,R_1JJhOFDYKEy8w4s,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,0,5,10,423917,0,0
4/19/17 9:59,4/19/17 10:30,IP Address,128.143.174.176,100,1890,TRUE,4/19/17 10:30,R_5bUoiAlKVuBBkqd,,,,,38.03289795,-78.51370239,anonymous,,,,,,,1,,6,8,423458,0,1
4/19/17 10:10,4/19/17 10:32,IP Address,128.143.175.244,100,1310,TRUE,4/19/17 10:32,R_1LjLnqPv3u2Rwpb,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,2,7,6,423139,0,0
4/19/17 10:12,4/19/17 10:33,IP Address,128.143.174.55,100,1219,TRUE,4/19/17 10:33,R_3MrlWmAlPfZNUP2,,,,,38.03289795,-78.51370239,anonymous,,,,,,,2,,8,9,423785,0,1
4/19/17 10:33,4/19/17 10:54,IP Address,128.143.174.55,100,1222,TRUE,4/19/17 10:54,R_3EmVyQSUPFcqokI,,,,,38.03289795,-78.51370239,anonymous,3,,507,3,10,10,,,6,4,423004,1,1
4/19/17 10:35,4/19/17 10:54,IP Address,128.143.175.244,100,1145,TRUE,4/19/17 10:54,R_33mtGTQbV0yLKlp,,,,,38.03289795,-78.51370239,anonymous,,1,486,4,4,5,,,2,5,423136,1,0
4/19/17 10:56,4/19/17 11:04,IP Address,128.143.175.244,100,481,TRUE,4/19/17 11:04,R_10DvkM2xs7kvI4i,,,,,38.03289795,-78.51370239,anonymous,,,,,,,3,,5,3,423441,0,1
4/19/17 10:55,4/19/17 11:07,IP Address,128.143.174.55,100,726,TRUE,4/19/17 11:07,R_33f3yXseSKD76kJ,,,,,38.03289795,-78.51370239,anonymous,1,,541,4,7,7,,,9,9,423549,1,1
4/19/17 10:33,4/19/17 11:09,IP Address,128.143.174.176,100,2144,TRUE,4/19/17 11:09,R_Q6QvggP2G0Q5iqB,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,1,6,4,423207,0,0
4/20/17 9:28,4/20/17 9:51,IP Address,128.143.175.244,100,1395,TRUE,4/20/17 9:51,R_2bTote13h6x9YmP,,,,,38.03289795,-78.51370239,anonymous,,1,540,4,0,1,,,4,8,423198,1,0
4/20/17 9:30,4/20/17 9:53,IP Address,128.143.174.176,100,1383,TRUE,4/20/17 9:53,R_39Q4WrEqsKMLiy5,,,,,38.03289795,-78.51370239,anonymous,,,,,,,0,,8,9,423007,0,1
4/20/17 9:28,4/20/17 9:54,IP Address,128.143.174.55,100,1509,TRUE,4/20/17 9:54,R_1FQdOvzaQI9nmA0,,,,,38.03289795,-78.51370239,anonymous,2,,540,5,8,6,,,9,7,423531,1,1
4/20/17 9:55,4/20/17 10:05,IP Address,128.143.174.55,100,645,TRUE,4/20/17 10:05,R_2BeAc1uS56JLuxP,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,0,4,7,423497,0,0
4/20/17 9:53,4/20/17 10:08,IP Address,128.143.175.244,100,913,TRUE,4/20/17 10:08,R_2RU2Pz6rn3PTCTu,,,,,38.03289795,-78.51370239,anonymous,,8,556,2,7,5,,,9,10,423591,1,0
4/20/17 9:56,4/20/17 10:10,IP Address,128.143.174.176,100,842,TRUE,4/20/17 10:10,R_DJdL2coRTeF14xX,,,,,38.03289795,-78.51370239,anonymous,,,,,,,1,,6,8,423577,0,1
4/20/17 10:06,4/20/17 10:27,IP Address,128.143.174.55,100,1247,TRUE,4/20/17 10:27,R_25KHQSzTK6roL4p,,,,,38.03289795,-78.51370239,anonymous,,,,,,,,1,8,9,423735,0,0
4/20/17 10:10,4/20/17 10:29,IP Address,128.143.175.244,100,1150,TRUE,4/20/17 10:29,R_1cYdYvZajGL0hVV,,,,,38.03289795,-78.51370239,anonymous,6,,530,5,9,8,,,5,4,423477,1,1
